   ,COD_DOCUMENTO,DES_NOME_PREFERIDO,DES_NOMES_ALTERNATIVOS,DBMS_LOB.SUBSTR(S01.TXT_EMENTA
5305,546227,Lei nº 4.377 de 17/08/1964,LEI-4377-1964-08-17,"Concede isenção de direitos de importação, de imposto de consumo e de   taxas aduaneiras, para as mercadorias doadas à Confederação de Igrejas   Evangélicas Fundamentalistas do Brasil pela International Christian Relief, dos   Estados Unidos da América do Norte."
5306,546226,Lei nº 4.376 de 17/08/1964,LEI-4376-1964-08-17,"Dispõe sobre a prestação do Serviço Militar pelos estudantes de Medicina, Farmácia, Odontologia e Veterinária e pelos Médicos, Farmacêuticos, Dentistas e Veterinários."
5307,546373,Lei nº 4.521 de 07/12/1964,LEI-4521-1964-12-07,Isenta dos impostos de importação e de consumo equipamento telefônico a ser importado pela Companhia Telefônica de Passos - Estado de Minas Gerais.
5308,546410,Lei nº 4.557 de 10/12/1964,LEI-4557-1964-12-10,Dispõe sobre a marcação de volumes para exportação e dá outras providências.
5309,546296,Lei nº 4.445 de 29/10/1964,LEI-4445-1964-10-29,"Altera diposições da Lei nº 3.682, de 7 de dezembro de 1959, que estima a Receita e fixa a Despesa da União para o exercício de 1960."
5310,546392,Lei nº 4.539 de 10/12/1964,"LEI-4539-1964-12-10 , Lei Orçamentária Anual (LOA) (1965)",Estima a Receita e fixa a Despesa da União para o exercício financeiro de 1965.
5311,546429,Lei nº 4.576 de 11/12/1964,LEI-4576-1964-12-11,Define a competência julgadora de recursos fiscais.
5312,546276,Lei nº 4.426 de 08/10/1964,LEI-4426-1964-10-08,Dispõe sobre a venda de vinho em recipientes de volume superior ao estabelecido pela legislação em vigor e dá outras providências.
5313,546438,Lei nº 4.585 de 11/12/1964,LEI-4585-1964-12-11,"Autoriza o Poder Executivo a abrir ao Poder Judiciário - Justiça Eleitoral - Tribunal Regional do Eleitoral da Guanabara - o crédito suplementar de Cr$ 66.679.000,00 (sessenta e seis milhões seiscentos e setenta e nove mil cruzeiros), em reforço à dotação do Orçamento vigente."
5314,546183,Lei nº 4.334 de 01/06/1964,LEI-4334-1964-06-01,Autoriza permuta de imóveis entre a União e o Estado do   Maranhão.
5315,546201,Lei nº 4.351 de 06/07/1964,LEI-4351-1964-07-06,Autoriza o Poder Executivo a abrir ao Poder Judiciário - Justiça Eleitoral   do Estado de Minas Gerais - o crédito suplementar que especifica.
5316,546384,Lei nº 4.531 de 08/12/1964,LEI-4531-1964-12-08,Fixa os vencimentos de Membros do Ministério Público Federal e do Serviço Jurídico da União e dá outras providências.
5317,546299,Lei nº 4.448 de 29/10/1964,"LEI-4448-1964-10-29 , Lei de Promoções dos Oficiais do Exército (1964)",Regula as promoções de Oficiais do Exército.
5318,546173,Lei nº 4.324 de 14/04/1964,LEI-4324-1964-04-14,"Institui o Conselho Federal e os Conselhos Regionais de Odontologia, e dá outras providências."
5319,546413,Lei nº 4.560 de 11/12/1964,LEI-4560-1964-12-11,"Concede aos servidores da Viação Férrea do Rio Grande do Sul, aposentados até 31 de dezembro de 1959, o abono provisório de que trata a Lei nº 3.531, de 19 de janeiro de 1959, e dá outras providências."
5320,546387,Lei nº 4.534 de 09/12/1964,LEI-4534-1964-12-09,"Autoriza o Poder Executivo a doar à Cúria Diocesana de Santos o domínio pleno ou útil de área de terreno, localizada no Morro de Jabaquara, no Município de Santos."
5321,546358,Lei nº 4.506 de 30/11/1964,LEI-4506-1964-11-30,Dispõe sôbre o impôsto que recai sôbre as rendas e proventos de qualquer natureza.
5322,546345,Lei nº 4.494 de 25/11/1964,LEI-4494-1964-11-25,Regula a Locação de Prédios Urbanos.
5323,546377,Lei nº 4.525 de 07/12/1964,LEI-4525-1964-12-07,"Revoga o Decreto-Lei nº 8.986, de 15 de fevereiro de 1946, que dispõe sobre a especialização do pessoal do Corpo de Pessoal Subalterno da Armada, e dá outras providências."
5324,546177,Lei nº 4.328 de 30/04/1964,LEI-4328-1964-04-30,Institui o novo Código de Vencimentos dos Militares.
5325,546259,Lei nº 4.409 de 24/09/1964,LEI-4409-1964-09-24,"Concede pensão especial de Cr$ 3.000,00 a Maria Nazaré Souza Ferreira, viúva do ex-marinheiro da Alfândega de Belém José Alves Ferreira, morto por afogamento quando em serviço."
5326,546178,Lei nº 4.329 de 30/04/1964,LEI-4329-1964-04-30,Dispõe sobre o prazo para declaração do Imposto de Renda e dá outras   providências.
5327,546368,Lei nº 4.516 de 01/12/1964,LEI-4516-1964-12-01,"Cria o Serviço Federal de Processamento de Dados, vinculado ao Ministério da Fazenda."
5328,546195,Lei nº 4.346 de 26/06/1964,LEI-4346-1964-06-26,"Prorroga até 30 de setembro de 1964, a vigência da Lei nº 1300, de 28 de   dezembro de 1950."
5329,546236,Lei nº 4.386 de 24/08/1964,LEI-4386-1964-08-24,"Extingue cargos e cria outros, no Quadro da Secretaria do Superior Tribunal Militar, e dá outras providências."
5330,546217,Lei nº 4.367 de 23/07/1964,LEI-4367-1964-07-23,"Isenta do imposto de importação e de consumo, equipamento destinado à   instalação de uma fábrica de café solúvel."
5331,546185,Lei nº 4.336 de 01/06/1964,LEI-4336-1964-06-01,Altera dispositivo do Código do Processo Penal.
5332,546279,Lei nº 4.429 de 14/10/1964,LEI-4429-1964-10-14,"Autoriza a Associação Civil ""Lar Proletário"" a transferir, à Fundação Leão XIII, o imóvel situado à Rua Ricardo Machado, no Rio de Janeiro."
5333,546272,Lei nº 4.422 de 29/09/1964,LEI-4422-1964-09-29,"Autoriza o Poder Executivo a abrir ao Poder Judiciário - Supremo Tribunal Federal - o crédito suplementar de Cr$ 934.526.904,70 (novecentos e trinta e quatro milhões, quinhentos e vinte e seis mil, novecentos e quatro cruzeiros e setenta centavos), em reforço das seguintes dotações:Verba 1.0.00 - Custeio; Consignação 1.1.00 - Pessoal civil , Subconsignação 1.1.01 e 1.1.04, do orçamento vigente (Lei número 4295-63)."
5334,546251,Lei nº 4.401 de 10/09/1964,LEI-4401-1964-09-10,"Estabelece normas para licitação de serviços e obras e aquisição de materiais no Serviço Público da União, e dá outras providências."
5335,546412,Lei nº 4.559 de 10/12/1964,LEI-4559-1964-12-10,"Isenta dos impostos de importação e de consumo o equipamento telefônico a ser importado pela Companhia Telefônica de Patrocínio, na cidade do mesmo nome, Estado de Minas Gerais."
5336,546214,Lei nº 4.364 de 22/07/1964,LEI-4364-1964-07-22,"Modifica a Lei nº 4.156, de 28 de novembro de 1962, que altera a legislação sobre o Fundo Federal de Eletrificação."
5337,546424,Lei nº 4.571 de 11/12/1964,LEI-4571-1964-12-11,"Concede amparo aos alunos dos Centros de Formação de Reservistas e dos Tiros de Guerra, quando invalidados em consequência de acidentes verificados em serviço."
5338,546274,Lei nº 4.424 de 08/10/1964,LEI-4424-1964-10-08,"Autoriza a abertura de crédito especial ao Tribunal Regional Eleitoral do   Piuaí, para pagamento de dívida de execícios findos."
5339,546371,Lei nº 4.519 de 02/12/1964,LEI-4519-1964-12-02,"Dispõe sobre a liquidação, por acordo, das desapropriações efetuadas no Nordeste e dá outras providências."
5340,546208,Lei nº 4.358 de 17/07/1964,LEI-4358-1964-07-17,"Acrescenta um parágrafo ao art. 9º do Decreto-Lei nº 3.198, de 14 de abril   de 1941."
5341,546434,Lei nº 4.581 de 11/12/1964,LEI-4581-1964-12-11,"Dispõe sobre a venda das casas residenciais que integram a ""Vila Demóstenes Rockert"" em Fortaleza, a seus atuais ocupantes."
5342,546321,Lei nº 4.470 de 12/11/1964,LEI-4470-1964-11-12,"Revoga o artigo 8º da Lei nº 4.370, de 28 de julho de 1964, que aprova normas para revisão de preço em contratos de obras ou serviços a cargo de órgãos do Governo Federal e dá outras providências."
5343,546379,Lei nº 4.527 de 08/12/1964,LEI-4527-1964-12-08,"Autoriza o Poder Executivo a abrir, pelo Ministério da Guerra, o crédito especial de Cr$ 600.000,00, para atender a despesas com a concessão de um prêmio pecuniário de Cr$ 150.000,00 a cada um dos quatro jardineiros empregados do Cemitério Militar Brasileiro de Pistóia."
5344,546416,Lei nº 4.563 de 11/12/1964,LEI-4563-1964-12-11,Institui o Conselho Nacional de Transportes e dá outras providências.
5345,546171,Lei nº 4.322 de 07/04/1964,LEI-4322-1964-04-07,Dispõe sôbre atribuições conferidas às autoridades de polícia para   fiscalizar e conceder ingresso em território nacional a estrangeiros.
5346,546336,Lei nº 4.485 de 19/11/1964,LEI-4485-1964-11-19,"Concede isenção de impostos, taxas e emolumentos para donativos remetidos a instituições de benemerência."
5347,546348,Lei nº 4.497 de 26/11/1964,LEI-4497-1964-11-26,"Autoriza o Poder Executivo a abrir, pelo Ministério da Fazenda, o crédito suplementar de Cr$ 20.000.000,00 (vinte milhões de cruzeiros), à verba que especifica."
5348,546258,Lei nº 4.408 de 21/09/1964,LEI-4408-1964-09-21,"Autoriza a abertura ao Ministério da Justiça e Negócios Interiores, do crédito especial de Cr$ 25.000.000,00 (vinte e cinco milhões de cruzeiros), para o fim que especifica."
5349,546245,Lei nº 4.395 de 31/08/1964,LEI-4395-1964-08-31,"Autoriza o Poder Executivo a abrir, ao Poder Judiciário - Superior Tribunal Militar o crédito especial de Cr$ 18.002.427,00 para atender ao pagamento de despesas que especifica, relativas ao exercício de 1959."
5350,546344,Lei nº 4.493 de 24/11/1964,LEI-4493-1964-11-24,Regula processamento da aposentadoria e do montepio dos magistrados remunerados pela União e dá outras providências.
5351,546447,Lei nº 4.594 de 29/12/1964,LEI-4594-1964-12-29,Regula a profissão de corretor de seguros.
5352,546340,Lei nº 4.489 de 19/11/1964,LEI-4489-1964-11-19,"Altera o art. 114 da Lei nº 4.320, de 17 de março de 1964, que estatui normas gerais de Direito Financeiro para elaboração e controle dos orçamentos e balanços da União, dos Estados, dos Municípios e do Distrito Federal."
5353,546278,Lei nº 4.428 de 14/10/1964,LEI-4428-1964-10-14,"Autoriza a Centrais Elétricas Brasileiras S.A. - ELETROBRÁS a adquirir, por compra, ações de empresas concessionárias de serviços públicos que menciona e dá outras providências."
5354,546359,Lei nº 4.507 de 30/11/1964,LEI-4507-1964-11-30,"Autoriza o Poder Executivo a abrir ao Ministério da Viação e Obras Públicas o crédito suplementar de Cr$ 6.000.000.000,00, para atender ao pagamento do pessoal do Departamento Nacional de Obras Contra as Secas."
5355,546186,Lei nº 4.337 de 01/06/1964,LEI-4337-1964-06-01,"Regula a declaração de inconstitucionalidade para os efeitos do artigo 7º,   nº VII, da Constituição Federal."
5356,546388,Lei nº 4.535 de 09/12/1964,LEI-4535-1964-12-09,"Autoriza o Poder Executivo a abrir, pelo Ministério da Fazenda, o crédito especial de Cr$ 5.000.000.000,00 (cinco bilhões de cruzeiros) destinado à Rodovia Belém-Brasília."
5357,546287,Lei nº 4.437 de 20/10/1964,LEI-4437-1964-10-20,Isenta do imposto de importação e de consumo equipamento de onda portadora.
5358,546280,Lei nº 4.430 de 20/10/1964,LEI-4430-1964-10-20,Altera a constituição da Companhia Nacional de Seguro Agrícola e dá outras providências.
5359,546189,Lei nº 4.340 de 13/06/1964,LEI-4340-1964-06-13,"Regula a execução do art. 3º da Lei nº 458, de 29 de outubro de 1948, que dispõe sobre a extensão de vantagens do montepio militar."
5360,546405,Lei nº 4.552 de 10/12/1964,LEI-4552-1964-12-10,"Autoriza o Poder Executivo a abrir à Presidência da República - Conselho Nacional de Telecomunicações - o crédito suplementar de Cr$ 10.000.000,00."
5361,546277,Lei nº 4.427 de 14/10/1964,LEI-4427-1964-10-14,"Concede isenção dos impostos de importação e de consumo, taxa de despacho aduaneiro e de emolumentos consulares para automóvel com transmissão automática, que for adquirido por ex-integrante da Força Expedicionária Brasileira, mutilado em consequência de ferimentos recebidos na Campanha da Itália."
5362,546193,Lei nº 4.344 de 21/06/1964,LEI-4344-1964-06-21,Cria o cargo de Ministro Extraordinário e dá outras   providências.
5363,546205,Lei nº 4.355 de 14/07/1964,LEI-4355-1964-07-14,"Dá nova redação ao art. 25, da Lei nº 3.807, de 26 de agosto de 1960   (Lei Orgânica da Previdência Social)."
5364,546357,Lei nº 4.505 de 30/11/1964,LEI-4505-1964-11-30,Dispõe sobre o Imposto do Selo e dá outras providências.
5365,546292,Lei nº 4.441 de 29/10/1964,LEI-4441-1964-10-29,"Altera o art. 14 da Lei nº 3.750, de 11 de abril de 1960, que autoriza o Poder Executivo a transformar em Fundação o Serviço Especial de Saúde Pública e dá outras providências."
5366,546419,Lei nº 4.566 de 11/12/1964,LEI-4566-1964-12-11,Altera a subvenção concedida à Faculdade de Filosofia da Universidade Católica Sul- Riograndense.
5367,546324,Lei nº 4.473 de 12/11/1964,LEI-4473-1964-11-12,"Dispõe sôbre atribuições das autoridades para fiscalizar a entrada de estrangeiros no território nacional, e dá outras providências."
5368,546310,Lei nº 4.459 de 07/11/1964,LEI-4459-1964-11-07,"Autoriza o Poder Executivo a abrir, pelo Ministério das Relações   Exteriores, o crédito especial de Cr$ 107.484.000,00, para atender às despesas   com o comparecimento do Episcopado brasileiro ao Concílio Ecumênico Vaticano   II."
5369,546219,Lei nº 4.369 de 23/07/1964,LEI-4369-1964-07-23,"Concede pensão especial de Cr$ 3.000,00 mensais a Rusina Cardoso Machado, viúva de João Cardoso Machado, ex-servidor da Comissão Brasileira Demarcadora de Limites, falecido em consequência de enfermidade adquirida em serviço."
5370,546332,Lei nº 4.481 de 14/11/1964,LEI-4481-1964-11-14,"Altera disposições das Leis nº 4.357, de 16 de julho de 1964, e nº 4.388, de 28 de agosto de 1964."
5371,546285,Lei nº 4.435 de 20/10/1964,LEI-4435-1964-10-20,"Autoriza o Poder Executivo a abrir ao Poder Judiciário - Tribunal Federal de Recursos - o crédito suplementar de Cr$ 405.400.000,00 (quatrocentos e cinco milhões e quatrocentos mil cruzeiros), para fins que especifica."
5372,546401,Lei nº 4.548 de 10/12/1964,LEI-4548-1964-12-10,"Extingue a Agência da Capitania dos Portos do Estado do Piauí, em Urussuí, criada pela Lei nº 1.473-B, de 24 de novembro de 1951."
5373,546415,Lei nº 4.562 de 11/12/1964,LEI-4562-1964-12-11,"Isenta dos impostos de importação e de consumo, ressalvada a taxa de despacho aduaneiro, materiais destinados à montagem de uma base de revisão para motores a reação e de combustão interna importados pela firma Rolls Royce S.A."
5374,546354,Lei nº 4.502 de 30/11/1964,"LEI-4502-1964-11-30 , Lei do Imposto de Consumo (1964)",Dispõe sobre o Impôsto de Consumo e reorganiza a Diretoria de Rendas Internas.
5375,546198,Lei nº 4.349 de 06/07/1964,LEI-4349-1964-07-06,"Prorroga, até 31 de dezembro de 1965, a suspensão da cobrança das taxas aeroportuárias aplicadas às aeronaves das empresas brasileiras, na execução de suas linhas domésticas."
5376,546168,Lei nº 4.319 de 16/03/1964,LEI-4319-1964-03-16,Cria o Conselho de Defesa dos Direitos da Pessoa Humana.
5377,546448,Lei nº 4.595 de 31/12/1964,"LEI-4595-1964-12-31 , Lei da Reforma Bancária (1964) , Lei do Sistema Financeiro Nacional (SFN) (1964)","Dispõe sôbre a Política e as Instituições Monetárias, Bancárias e Creditícias, cria o Conselho Monetário Nacional e dá outras providências."
5378,546302,Lei nº 4.451 de 04/11/1964,LEI-4451-1964-11-04,Altera a redação do artigo 281 do Código Penal.
5379,546242,Lei nº 4.392 de 31/08/1964,LEI-4392-1964-08-31,"Altera o artigo 136, da Lei nº 3.807, de 26 de agosto de 1960, que trata de amortização e juros de dívidas da União."
5380,546441,Lei nº 4.588 de 11/12/1964,LEI-4588-1964-12-11,"Altera, sem aumento de despesa, a Lei nº 4.295, de 16 de dezembro de 1963, que estima a Receita e fixa a Despesa da União para o Exercício Financeiro de 1964, na parte referente ao Subanexo 4.17 - Ministério da Justiça e Negócios Interiores - 17 - Territórios Federais."
5381,546346,Lei nº 4.495 de 25/11/1964,LEI-4495-1964-11-25,Enquadra os atuais professores fundadores em cargos de Professor do Ensino Superior.
5382,546300,Lei nº 4.449 de 29/10/1964,LEI-4449-1964-10-29,"Dispõe sobre o aproveitamento de funcionários das autarquias   que menciona, e dá outras providências."
5383,546380,Lei nº 4.528 de 08/12/1964,LEI-4528-1964-12-08,"Isenta dos impostos de importação e de consumo, exceto a taxa de despacho aduaneiros, equipamento telefônico destinado à Empresa Telefônica de Uberaba S.A."
